#ELAPSED_USECS.D,LUN_SSID.I,LBA.I,NBLKS.I,NBLKS_ACCESSED.I,NBLKS_PREVGAP.I
4646431362434.403,17,16488128,72,72,30864
4646431362434.403,17,16571400,18808,426,83200
4646431362434.403,17,16642072,5680,128,51864
4646431362434.403,17,16672008,133152,4172,24256
4646431362434.403,17,16892568,24,24,87408
4646431362434.403,17,16994616,3800,200,102024
4646431362434.403,17,17042304,360,360,43888
4646431362434.403,17,17147824,22651,388,105160
4646431362434.403,17,17194504,152,152,24029
4646431362434.403,17,17226808,17648,16,32152
4646431362434.403,17,17289152,64,64,44696
4646431362434.403,17,17375232,42064,21591,86016
4646431362434.403,17,17623504,64,64,206208
4646431362434.403,17,17693512,8,8,69944
4646431362434.403,17,18057600,8,8,364080
4646431362434.403,17,18238672,8,8,181064
4646431362434.403,17,18272384,29148,61,33704
4646431362434.403,17,18386320,320,320,84788
4646431362434.403,17,18443736,8,8,57096
4646431362434.403,17,18473360,176,176,29616
4646431362434.403,17,18502384,21872,624,28848
4646431362434.403,17,18548304,4528,536,24048
4646431362434.403,17,18578672,784,784,25840
4646431362434.403,17,19065824,8,8,486368
4646431362434.403,17,19681144,7,7,615312
4646431362434.403,17,20050832,95328,52097,369681
4646491362434.403,17,44456,1,2,0
4646491362434.403,17,562769,1,2,518312
4646491362434.403,17,9252744,2104,56,8689974
4646491362434.403,17,9341544,8,8,86696
4646491362434.403,17,9418264,488,488,76712
4646491362434.403,17,10480160,392,392,1061408
4646491362434.403,17,10603392,608,608,122840
4646491362434.403,17,11075168,16,16,471168
4646491362434.403,17,11090392,1,1,15208
4646491362434.403,17,11663360,16,24,572967
4646491362434.403,17,11700256,2008,432,36880
4646491362434.403,17,11766224,8,8,63960
4646491362434.403,17,11781384,8,8,15152
4646491362434.403,17,11815360,10328,336,33968
4646491362434.403,17,12839232,32,32,1013544
4646491362434.403,17,13050264,104,104,211000
4646491362434.403,17,13573376,336,40,523008
4646491362434.403,17,15339136,16200,1040,1765424
4646491362434.403,17,16237896,18744,112,882560
4646491362434.403,17,16291880,78096,1022,35240
4646491362434.403,17,16379712,7224,40,9736
4646491362434.403,17,16463872,7040,504,76936
4646491362434.403,17,16486136,8,8,15224
4646491362434.403,17,16642080,1,1,155936
4646491362434.403,17,16723296,21152,72,81215
4646491362434.403,17,16766976,4096,384,22528
4646491362434.403,17,16883400,72,72,112328
4646491362434.403,17,16921904,8,8,38432
4646491362434.403,17,17130216,48,16,208304
4646491362434.403,17,17200536,416,416,70272
4646491362434.403,17,17222576,464,464,21624
4646491362434.403,17,17240064,1424,472,17024
4646491362434.403,17,17325656,18512,8776,84168
4646491362434.403,17,17417296,4819,4819,73128
4646491362434.403,17,17438720,4096,2951,16605
4646491362434.403,17,17530880,1656,1656,88064
4646491362434.403,17,17932288,6144,3424,399752
4646491362434.403,17,17948480,8,8,10048
4646491362434.403,17,17992056,11,11,43568
4646491362434.403,17,18110192,280,16,118125
4646491362434.403,17,18313216,1176,1176,202744
4646491362434.403,17,18346712,232,232,32320
4646491362434.403,17,18385392,14,14,38448
4646491362434.403,17,18548688,48,48,163282
4646491362434.403,17,18604032,80,80,55296
4646491362434.403,17,19679608,2,2,1075496
4646491362434.403,17,20001424,22208,16064,321814
4646491362434.403,17,20106976,8664,720,83344
4646491362434.403,17,20133544,4536,128,17904
4646491362434.403,17,20148096,30848,22106,10016
4646551362434.403,17,44456,1,2,0
4646551362434.403,17,562769,1,2,518312
4646551362434.403,17,9081600,8,8,8518830
4646551362434.403,17,9340968,8,8,259360
4646551362434.403,17,9445048,8,8,104072
4646551362434.403,17,10096768,1,1,651712
4646551362434.403,17,11384872,16,31,1288103
4646551362434.403,17,11663360,37992,64,278472
4646551362434.403,17,11815232,8,8,113880
4646551362434.403,17,12866488,24,24,1051248
4646551362434.403,17,12955384,2,2,88872
4646551362434.403,17,13573336,408,216,617950
4646551362434.403,17,14016944,8,8,443200
4646551362434.403,17,14148240,546,52,131288
4646551362434.403,17,14620672,102400,91856,471886
4646551362434.403,17,16238416,115422,463,1515344
4646551362434.403,17,16431504,220951,162,77666
4646551362434.403,17,16729504,8,8,77049
4646551362434.403,17,16993944,8,8,264432
4646551362434.403,17,17154320,90136,34,160368
4646551362434.403,17,17983968,8,8,739512
4646551362434.403,17,18124056,8,8,140080
4646551362434.403,17,18584360,20264,516,460296
4646551362434.403,17,19679608,144,18,1074984
4646551362434.403,17,20023632,239280,154214,343880
4646611362434.403,17,44456,1,2,0
4646611362434.403,17,562769,1,2,518312
4646611362434.403,17,9081600,15031,23,8518830
4646611362434.403,17,9177128,32,32,80497
4646611362434.403,17,9254432,117,13,77272
4646611362434.403,17,9329792,51296,288,75243
4646611362434.403,17,9504992,32,32,123904
4646611362434.403,17,10083904,32,32,578880
4646611362434.403,17,10468568,8,8,384632
4646611362434.403,17,11090392,1,1,621816
4646611362434.403,17,11130768,64,48,40375
4646611362434.403,17,11160456,20496,67,29624
4646611362434.403,17,11663360,16,24,482408
4646611362434.403,17,11700800,504,112,37424
4646611362434.403,17,11756488,8,8,55184
4646611362434.403,17,11781384,2664,16,24888
4646611362434.403,17,11806672,12952,88,22624
4646611362434.403,17,12289248,576,40,469624
4646611362434.403,17,12731520,32,32,441696
4646611362434.403,17,13573336,376,176,841784
4646611362434.403,17,14030872,8,8,457160
4646611362434.403,17,14620672,153600,149808,589792
4646611362434.403,17,16232632,15072,80,1458360
4646611362434.403,17,16278464,44784,120,30760
4646611362434.403,17,16347304,6712,449,24056
4646611362434.403,17,16389560,14216,16,35544
4646611362434.403,17,16475184,29635,156,71408
4646611362434.403,17,16584592,4136,40,79773
4646611362434.403,17,16630176,31560,116,41448
4646611362434.403,17,16687368,1784,176,25632
4646611362434.403,17,16754696,11457,49,65544
4646611362434.403,17,16791640,1006,14,25487
4646611362434.403,17,16813336,3,3,20690
4646611362434.403,17,16982720,11496,48,169381
4646611362434.403,17,17057616,14,14,63400
4646611362434.403,17,17094016,32,32,36386
4646611362434.403,17,17149744,24,24,55696
4646611362434.403,17,17209896,8,8,60128
4646611362434.403,17,17239128,12392,72,29224
4646611362434.403,17,17327624,16544,8352,76104
4646611362434.403,17,17440376,6601,121,96208
4646611362434.403,17,17939200,24,16,492223
4646611362434.403,17,18116384,18112,90,177160
4646611362434.403,17,18284656,11472,64,150160
4646611362434.403,17,18442944,7289,399,146816
4646611362434.403,17,18470592,80,80,20359
4646611362434.403,17,18534480,32,24,63808
4646611362434.403,17,18604624,512,512,70112
4646611362434.403,17,19679608,8,8,1074472
4646611362434.403,17,20001424,103792,93552,321808
4646611362434.403,17,20155104,442564,401505,49888
4646671362434.403,17,44456,1,2,0
4646671362434.403,17,562769,1,2,518312
4646671362434.403,17,9081600,8,8,8518830
4646671362434.403,17,9247640,53,53,166032
4646671362434.403,17,9263456,24,24,15763
4646671362434.403,17,9325176,30,30,61696
4646671362434.403,17,9347488,14,14,22282
4646671362434.403,17,9476432,800,80,128930
4646671362434.403,17,10096768,16,9,619536
4646671362434.403,17,10468568,6568,80,371784
4646671362434.403,17,11075184,45,39,600048
4646671362434.403,17,11200864,10450,34,125635
4646671362434.403,17,11453472,24,24,242158
4646671362434.403,17,11663360,16,24,209864
4646671362434.403,17,11700224,2040,176,36848
4646671362434.403,17,11815232,7368,400,112968
4646671362434.403,17,11852592,89,84,29992
4646671362434.403,17,12039856,80,80,187175
4646671362434.403,17,12312160,3,3,272224
4646671362434.403,17,12437320,47,47,125157
4646671362434.403,17,12528720,1,1,91353
4646671362434.403,17,12545232,13120,88,16511
4646671362434.403,17,12929064,80,80,370712
4646671362434.403,17,13323904,8,8,394760
4646671362434.403,17,13348552,24,24,24640
4646671362434.403,17,13411640,4,4,63064
4646671362434.403,17,13441792,5,5,30148
4646671362434.403,17,13472352,5,5,30555
4646671362434.403,17,13573368,24,16,101011
4646671362434.403,17,14735360,38912,26624,1161968
4646671362434.403,17,15255584,24544,10208,481312
4646671362434.403,17,15345184,102,102,65056
4646671362434.403,17,15388672,24576,20128,43386
4646671362434.403,17,15941632,4136,2088,528384
4646671362434.403,17,16222328,7726,14,276560
4646671362434.403,17,16271464,8,8,41410
4646671362434.403,17,16285408,21856,825,13936
4646671362434.403,17,16328560,34960,266,21296
4646671362434.403,17,16385568,4,4,22048
4646671362434.403,17,16408376,12928,104,22804
4646671362434.403,17,16442240,3,3,20936
4646671362434.403,17,16456832,49924,116,14589
4646671362434.403,17,16530944,6,6,24188
4646671362434.403,17,16563064,40,40,32114
4646671362434.403,17,16583984,12636,78,20880
4646671362434.403,17,16620640,343,343,24020
4646671362434.403,17,16638312,33767,130,17329
4646671362434.403,17,16687104,584,304,15025
4646671362434.403,17,16704120,96,96,16432
4646671362434.403,17,16721528,280,280,17312
4646671362434.403,17,16764976,6184,111,43168
4646671362434.403,17,16792528,21040,38,21368
4646671362434.403,17,16846624,24893,92,33056
4646671362434.403,17,16884976,166,166,13459
4646671362434.403,17,16992096,3216,288,106954
4646671362434.403,17,17019256,1,1,23944
4646671362434.403,17,17042112,3208,18,22855
4646671362434.403,17,17065272,21192,3641,19952
4646671362434.403,17,17102848,45056,12611,16384
4646671362434.403,17,17166560,14386,410,18656
4646671362434.403,17,17235832,7792,22,54886
4646671362434.403,17,17316880,8,8,73256
4646671362434.403,17,17348608,26624,16384,31720
4646671362434.403,17,17448960,161792,140624,73728
4646671362434.403,17,17676488,17025,69,65736
4646671362434.403,17,17788920,12672,37,95407
4646671362434.403,17,17939200,24,16,137608
4646671362434.403,17,17994064,3,3,54840
4646671362434.403,17,18110192,8,8,116125
4646671362434.403,17,18129000,5502,30,18800
4646671362434.403,17,18213824,1,1,79322
4646671362434.403,17,18238672,2,2,24847
4646671362434.403,17,18271104,824,33,32430
4646671362434.403,17,18288616,9,9,16688
4646671362434.403,17,18305200,5438,206,16575
4646671362434.403,17,18344344,16020,2271,33706
4646671362434.403,17,18386320,21168,252,25956
4646671362434.403,17,18441888,12658,17,34400
4646671362434.403,17,18486672,14497,11,32126
4646671362434.403,17,18514920,9355,54,13751
4646671362434.403,17,18552680,24,24,28405
4646671362434.403,17,18595192,10200,258,42488
4646671362434.403,17,20112824,33,33,1507432
4646671362434.403,17,20126736,32,32,13879
4646671362434.403,17,20150416,848,848,23648
4646671362434.403,17,20438736,35120,35120,287472
4646671362434.403,17,20492736,179576,106757,18880
4646731362434.403,17,44456,1,2,0
4646731362434.403,17,562769,1,2,518312
4646731362434.403,17,9081600,32,24,8518830
4646731362434.403,17,9096624,8,8,14992
4646731362434.403,17,9252744,2112,72,156112
4646731362434.403,17,9341544,8,8,86688
4646731362434.403,17,9380856,32,32,39304
4646731362434.403,17,9393544,8,8,12656
4646731362434.403,17,10092112,83,83,698560
4646731362434.403,17,10100088,8,8,7893
4646731362434.403,17,10343848,44,44,243752
4646731362434.403,17,10468568,8,8,124676
4646731362434.403,17,10510296,90,90,41720
4646731362434.403,17,11075168,16,16,564782
4646731362434.403,17,11090392,1,1,15208
4646731362434.403,17,11180944,8,8,90551
4646731362434.403,17,11663360,16,24,482408
4646731362434.403,17,11700224,2048,688,36848
4646731362434.403,17,11714640,2680,48,12368
4646731362434.403,17,11756488,8,8,39168
4646731362434.403,17,11766224,8,8,9728
4646731362434.403,17,11781384,2520,16,15152
4646731362434.403,17,11806672,8,8,22768
4646731362434.403,17,11815232,10464,384,8552
4646731362434.403,17,12030080,8,8,204384
4646731362434.403,17,12058984,108,108,28896
4646731362434.403,17,12450264,8,8,391172
4646731362434.403,17,12539088,44,44,88816
4646731362434.403,17,12558344,1598,14,19212
4646731362434.403,17,12576936,27,27,16994
4646731362434.403,17,12582576,30,30,5613
4646731362434.403,17,13037528,7,13,454922
4646731362434.403,17,13050264,4886,111,12729
4646731362434.403,17,13554192,8,8,499042
4646731362434.403,17,13572576,9953,85,18376
4646731362434.403,17,13613576,8,8,31047
4646731362434.403,17,13669816,10201,29,56232
4646731362434.403,17,15348480,56,40,1668463
4646731362434.403,17,15413248,8192,6144,64712
4646731362434.403,17,15945760,8,8,524320
4646731362434.403,17,16230056,6,6,284288
4646731362434.403,17,16237824,10584,584,7762
4646731362434.403,17,16256616,24,24,8208
4646731362434.403,17,16275016,8,8,18376
4646731362434.403,17,16288248,248,248,13224
4646731362434.403,17,16294176,3808,32,5680
4646731362434.403,17,16303880,38408,506,5896
4646731362434.403,17,16347912,44392,767,5624
4646731362434.403,17,16457248,8,8,64944
4646731362434.403,17,16470904,8,8,13648
4646731362434.403,17,16481840,6354,90,10928
4646731362434.403,17,16504104,5494,80,15910
4646731362434.403,17,16522328,1353,12,12730
4646731362434.403,17,16530952,5201,7,7271
4646731362434.403,17,16571400,207,200,35247
4646731362434.403,17,16584008,4441,102,12401
4646731362434.403,17,16595912,8,8,7463
4646731362434.403,17,16620984,72,15,25064
4646731362434.403,17,16630328,5825,14,9272
4646731362434.403,17,16642088,2,4,5935
4646731362434.403,17,16647624,5249,3,5534
4646731362434.403,17,16672080,136,136,19207
4646731362434.403,17,16729504,144,56,57288
4646731362434.403,17,16737112,7336,264,7464
4646731362434.403,17,16783480,157,157,39032
4646731362434.403,17,16803096,4159,192,19459
4646731362434.403,17,16859928,6,12,52673
4646731362434.403,17,16884704,67,67,24770
4646731362434.403,17,16921904,8,8,37133
4646731362434.403,17,16952648,8,8,30736
4646731362434.403,17,16958024,457,4,5368
4646731362434.403,17,16992176,5592,232,33695
4646731362434.403,17,17011912,2720,176,14144
4646731362434.403,17,17142456,137,137,127824
4646731362434.403,17,17154344,37,10,11751
4646731362434.403,17,17170480,86,80,16099
4646731362434.403,17,17191808,2680,24,21242
4646731362434.403,17,17223040,16,16,28552
4646731362434.403,17,17440376,8,8,217320
4646731362434.403,17,17581752,3320,3320,141368
4646731362434.403,17,17796696,4902,23,211624
4646731362434.403,17,17832712,312,312,31114
4646731362434.403,17,17984256,6,6,151232
4646731362434.403,17,18057600,8,8,73338
4646731362434.403,17,18108016,11680,66,50408
4646731362434.403,17,18235296,8,16,115600
4646731362434.403,17,18272384,8,8,37080
4646731362434.403,17,18281976,2888,48,9584
4646731362434.403,17,18296128,1670,13,11264
4646731362434.403,17,18372216,66,66,74418
4646731362434.403,17,18385400,529,530,13118
4646731362434.403,17,18397808,8,8,11879
4646731362434.403,17,18403280,8,8,5464
4646731362434.403,17,18446304,64,64,43016
4646731362434.403,17,18518904,5374,11,72536
4646731362434.403,17,18605392,256,256,81114
4646731362434.403,17,20109232,1,1,1503584
4646731362434.403,17,20114880,2886,7,5647
4646731362434.403,17,20335648,6,6,217882
4646731362434.403,17,20602512,1161,369,266858
4646731362434.403,17,20626632,6,6,22959
4646731362434.403,17,20640168,53,53,13530
4646731362434.403,17,20670312,36472,3475,30091
4646791362434.403,17,44456,1,2,0
4646791362434.403,17,562769,1,2,518312
4646791362434.403,17,9081600,8,16,8518830
4646791362434.403,17,9096624,7,7,15016
4646791362434.403,17,9233056,8,8,136425
4646791362434.403,17,9252744,2088,48,19680
4646791362434.403,17,9341544,8,16,86712
4646791362434.403,17,9526944,24,24,185392
4646791362434.403,17,10096768,1,1,569800
4646791362434.403,17,10465304,3272,32,368535
4646791362434.403,17,10510288,8,16,41712
4646791362434.403,17,11075168,8,8,564872
4646791362434.403,17,11200864,32,32,125688
4646791362434.403,17,11663360,16,24,462464
4646791362434.403,17,11700224,2048,192,36848
4646791362434.403,17,11714704,2616,40,12432
4646791362434.403,17,11756488,9744,24,39168
4646791362434.403,17,11781384,12944,32,15152
4646791362434.403,17,11815232,9176,400,20904
4646791362434.403,17,12752192,100,100,927784
4646791362434.403,17,13050256,8,8,297964
4646791362434.403,17,13091392,1,1,41128
4646791362434.403,17,13554192,8,8,462799
4646791362434.403,17,13573368,320,88,19168
4646791362434.403,17,14030872,8,8,457184
4646791362434.403,17,15348480,8,8,1317600
4646791362434.403,17,16232632,15768,112,884144
4646791362434.403,17,16294176,33056,120,45776
4646791362434.403,17,16338368,47168,433,11136
4646791362434.403,17,16470904,27599,137,85368
4646791362434.403,17,16642088,6,11,143585
4646791362434.403,17,16661728,2,2,19634
4646791362434.403,17,16729600,14848,48,67870
4646791362434.403,17,16791640,3281,25,47192
4646791362434.403,17,16806016,23,23,11095
4646791362434.403,17,16817160,560,40,11121
4646791362434.403,17,16859928,5,5,42208
4646791362434.403,17,16901440,349,44,41507
4646791362434.403,17,16920712,1200,16,18923
4646791362434.403,17,17012080,792,64,90168
4646791362434.403,17,17832184,8,8,819312
4646791362434.403,17,17939200,24,16,107008
4646791362434.403,17,18108016,8,8,168792
4646791362434.403,17,18124056,6760,34,16032
4646791362434.403,17,18212304,8,8,81488
4646791362434.403,17,18385928,42,42,173616
4646791362434.403,17,18403280,8,8,17310
4646791362434.403,17,18454472,1,1,51184
4646791362434.403,17,18470592,77,77,16119
4646791362434.403,17,18587392,4538,9,116723
4646791362434.403,17,18603992,2040,390,12062
4646791362434.403,17,19679608,2,2,1073576
4646791362434.403,17,20155104,1,1,475494
4646791362434.403,17,20245216,8,8,90111
4646791362434.403,17,20672304,1,1,427080
4646791362434.403,17,20694072,20668,1137,21767
4646851362434.403,17,44456,1,2,0
4646851362434.403,17,562769,1,2,518312
4646851362434.403,17,9081600,8,16,8518830
4646851362434.403,17,9233056,8,8,151448
4646851362434.403,17,9247384,96,96,14320
4646851362434.403,17,9252760,2096,58,5280
4646851362434.403,17,9365464,16,16,110608
4646851362434.403,17,9381056,8,8,15576
4646851362434.403,17,9393544,8,8,12480
4646851362434.403,17,10096768,9,2,703216
4646851362434.403,17,10369248,3,3,272471
4646851362434.403,17,10453792,89,82,84541
4646851362434.403,17,10475040,22,22,21159
4646851362434.403,17,10480160,366,366,5098
4646851362434.403,17,10488360,56,56,7834
4646851362434.403,17,11075168,8,8,586752
4646851362434.403,17,11130904,126,226,55728
4646851362434.403,17,11663360,16,24,532330
4646851362434.403,17,11700224,2048,208,36848
4646851362434.403,17,11717312,8,8,15040
4646851362434.403,17,11756488,8,8,39168
4646851362434.403,17,11766224,8,16,9728
4646851362434.403,17,11781384,2712,24,15152
4646851362434.403,17,11815232,9144,344,31136
4646851362434.403,17,12435208,15,20,610832
4646851362434.403,17,12570736,48,48,135513
4646851362434.403,17,12863696,2789,51,292912
4646851362434.403,17,13002656,16,16,136171
4646851362434.403,17,13055616,4,4,52944
4646851362434.403,17,13083728,16,16,28108
4646851362434.403,17,13554192,8,8,470448
4646851362434.403,17,13573368,344,72,19168
4646851362434.403,17,13678944,8,8,105232
4646851362434.403,17,14030872,8,16,351920
4646851362434.403,17,15349440,1088,33,1318560
4646851362434.403,17,15362048,464,464,11520
4646851362434.403,17,15952992,32,32,590480
4646851362434.403,17,16222328,8,8,269304
4646851362434.403,17,16235304,824,64,12968
4646851362434.403,17,16250880,432,432,14752
4646851362434.403,17,16258488,3954,76,7176
4646851362434.403,17,16267272,5416,70,4830
4646851362434.403,17,16278496,6906,285,5808
4646851362434.403,17,16290160,7928,672,4758
4646851362434.403,17,16306112,1696,584,8024
4646851362434.403,17,16314488,27768,1690,6680
4646851362434.403,17,16347544,11368,498,5288
4646851362434.403,17,16363512,6887,71,4600
4646851362434.403,17,16375080,17288,144,4681
4646851362434.403,17,16400432,264,62,8064
4646851362434.403,17,16412032,6007,69,11336
4646851362434.403,17,16425832,814,16,7793
4646851362434.403,17,16431504,240,64,4858
4646851362434.403,17,16437248,1222,1222,5504
4646851362434.403,17,16470904,8,8,32434
4646851362434.403,17,16481848,4296,32,10936
4646851362434.403,17,16494552,4672,201,8408
4646851362434.403,17,16504416,32,32,5192
4646851362434.403,17,16512392,4524,40,7944
4646851362434.403,17,16562552,8,8,45636
4646851362434.403,17,16584112,5448,214,21552
4646851362434.403,17,16595912,232,16,6352
4646851362434.403,17,16627688,144,144,31544
4646851362434.403,17,16653184,88,88,25352
4646851362434.403,17,16687360,1438,550,34088
4646851362434.403,17,16695440,8,8,6642
4646851362434.403,17,16705760,512,88,10312
4646851362434.403,17,16729528,80,24,23256
4646851362434.403,17,16742328,8,8,12720
4646851362434.403,17,16752240,9,3,9904
4646851362434.403,17,16783360,1248,155,31111
4646851362434.403,17,16875160,80,80,90552
4646851362434.403,17,16880120,8,8,4880
4646851362434.403,17,16892552,4,4,12424
4646851362434.403,17,16932056,88,16,39500
4646851362434.403,17,16952648,8,8,20504
4646851362434.403,17,16959456,8,8,6800
4646851362434.403,17,16994152,32,32,34688
4646851362434.403,17,17043392,64,64,49208
4646851362434.403,17,17057040,13,8,13584
4646851362434.403,17,17074408,12,6,17355
4646851362434.403,17,17082096,1433,1186,7676
4646851362434.403,17,17092200,4456,227,8671
4646851362434.403,17,17154120,872,38,57464
4646851362434.403,17,17191808,8,16,36816
4646851362434.403,17,17226808,3384,40,34992
4646851362434.403,17,17242712,16,16,12520
4646851362434.403,17,17252872,16,9,10144
4646851362434.403,17,17984264,968,24,731376
4646851362434.403,17,17991928,128,16,6696
4646851362434.403,17,18057600,8,8,65544
4646851362434.403,17,18125608,2001,8,68000
4646851362434.403,17,18134448,48,37,6839
4646851362434.403,17,18235296,4024,32,100800
4646851362434.403,17,18272376,24,24,33056
4646851362434.403,17,18284680,950,22,12280
4646851362434.403,17,18294472,24,24,8842
4646851362434.403,17,18305192,1560,29,10696
4646851362434.403,17,18350024,48,48,43272
4646851362434.403,17,18421552,40,40,71480
4646851362434.403,17,18475648,14,18,54056
4646851362434.403,17,18493744,680,53,18082
4646851362434.403,17,18534960,13776,1655,40536
4646851362434.403,17,18555960,2088,78,7224
4646851362434.403,17,18583536,830,18,25488
4646851362434.403,17,18588800,1929,16,4434
4646851362434.403,17,18604032,2048,2096,13303
4646851362434.403,17,19681248,16,16,1075168
4646851362434.403,17,20109224,7,7,427960
4646851362434.403,17,20133552,3864,142,24321
4646851362434.403,17,20143056,120,120,5640
4646851362434.403,17,20474536,3288,112,331360
4646851362434.403,17,20487352,32,32,9528
4646851362434.403,17,20491976,8,8,4592
4646851362434.403,17,20608880,10,3,116896
4646851362434.403,17,20663024,2312,16,54134
4646851362434.403,17,20670296,2010,22,4960
4646851362434.403,17,20690976,106,42,18670
4646851362434.403,17,20716648,115608,24471,25566
4646911362434.403,17,44456,1,2,0
4646911362434.403,17,562769,1,2,518312
4646911362434.403,17,9081600,8,8,8518830
4646911362434.403,17,9229840,110,14,148232
4646911362434.403,17,9252744,24,24,22794
4646911362434.403,17,9254816,32,24,2048
4646911362434.403,17,9263544,8,8,8696
4646911362434.403,17,9341544,8,16,77992
4646911362434.403,17,10092112,88,88,750560
4646911362434.403,17,10100088,8,8,7888
4646911362434.403,17,10475064,72,72,374968
4646911362434.403,17,10480160,126,126,5024
4646911362434.403,17,11075168,8,8,594882
4646911362434.403,17,11090392,1,1,15216
4646911362434.403,17,11097560,102,102,7167
4646911362434.403,17,11143976,88,88,46314
4646911362434.403,17,11152888,86,86,8824
4646911362434.403,17,11245376,424,241,92402
4646911362434.403,17,11663360,16,24,417560
4646911362434.403,17,11700256,2008,328,36880
4646911362434.403,17,11815232,216,16,112968
4646911362434.403,17,11819600,8,8,4152
4646911362434.403,17,11822080,16,16,2472
4646911362434.403,17,11824168,352,24,2072
4646911362434.403,17,11904504,120,120,79984
4646911362434.403,17,12295520,53,53,390896
4646911362434.403,17,12543080,36,36,247507
4646911362434.403,17,12545168,64,64,2052
4646911362434.403,17,12558184,168,63,12952
4646911362434.403,17,12562912,56,109,4560
4646911362434.403,17,12576968,8,8,14000
4646911362434.403,17,12730528,35,35,153552
4646911362434.403,17,12858384,40,40,127821
4646911362434.403,17,12866520,1,1,8096
4646911362434.403,17,12886688,55,55,20167
4646911362434.403,17,13055144,488,47,168401
4646911362434.403,17,13266176,14,14,210544
4646911362434.403,17,13323904,12,11,57714
4646911362434.403,17,13348552,24,24,24636
4646911362434.403,17,13363696,603,21,15120
4646911362434.403,17,13366928,16,19,2629
4646911362434.403,17,13407456,9,4,40512
4646911362434.403,17,13469904,9,2,62439
4646911362434.403,17,13472368,16,16,2455
4646911362434.403,17,13499208,289,18,26824
4646911362434.403,17,13573384,328,72,73887
4646911362434.403,17,13582528,42,12,8816
4646911362434.403,17,13613568,11,8,30998
4646911362434.403,17,13662568,24,24,48989
4646911362434.403,17,13669664,1769,19,7072
4646911362434.403,17,13673904,864,51,2471
4646911362434.403,17,13678960,1580,30,4192
4646911362434.403,17,13684944,186,32,4404
4646911362434.403,17,14030872,8,8,345742
4646911362434.403,17,14197944,201,32,167064
4646911362434.403,17,14443872,649,54,245727
4646911362434.403,17,14446632,1679,38,2111
4646911362434.403,17,15348512,976,40,900201
4646911362434.403,17,16222320,16,24,872832
4646911362434.403,17,16224576,2558,44,2240
4646911362434.403,17,16230048,9792,321,2914
4646911362434.403,17,16241776,1200,48,1936
4646911362434.403,17,16245328,8542,1918,2352
4646911362434.403,17,16256616,24,24,2746
4646911362434.403,17,16258488,1080,40,1848
4646911362434.403,17,16262440,12,14,2872
4646911362434.403,17,16264880,4379,342,2428
4646911362434.403,17,16271248,272,34,1989
4646911362434.403,17,16275008,14,11,3488
4646911362434.403,17,16277248,1336,103,2226
4646911362434.403,17,16281328,968,222,2744
4646911362434.403,17,16285408,392,392,3112
4646911362434.403,17,16288608,6384,692,2808
4646911362434.403,17,16297968,4112,4016,2976
4646911362434.403,17,16303896,2464,178,1816
4646911362434.403,17,16308408,56,48,2048
4646911362434.403,17,16310848,8,8,2384
4646911362434.403,17,16313288,24,24,2432
4646911362434.403,17,16315328,2168,96,2016
4646911362434.403,17,16319808,48,24,2312
4646911362434.403,17,16322400,24,24,2544
4646911362434.403,17,16324440,6576,156,2016
4646911362434.403,17,16333840,24,24,2824
4646911362434.403,17,16335776,240,96,1912
4646911362434.403,17,16338560,8,8,2544
4646911362434.403,17,16340904,104,32,2336
4646911362434.403,17,16343040,5770,4442,2032
4646911362434.403,17,16351184,3544,459,2374
4646911362434.403,17,16356736,1568,16,2008
4646911362434.403,17,16360512,72,80,2208
4646911362434.403,17,16363512,296,264,2928
4646911362434.403,17,16365912,6049,2132,2104
4646911362434.403,17,16375080,4512,1208,3119
4646911362434.403,17,16381672,512,26,2080
4646911362434.403,17,16385528,1408,27,3344
4646911362434.403,17,16389488,2816,162,2552
4646911362434.403,17,16394240,6456,5472,1936
4646911362434.403,17,16403768,5020,138,3072
4646911362434.403,17,16412104,893,122,3316
4646911362434.403,17,16415664,9,9,2667
4646911362434.403,17,16418424,2880,66,2751
4646911362434.403,17,16424520,24,24,3216
4646911362434.403,17,16426632,16,16,2088
4646911362434.403,17,16428576,6624,4175,1928
4646911362434.403,17,16437080,2457,148,1880
4646911362434.403,17,16442240,1370,20,2703
4646911362434.403,17,16447456,11,4,3846
4646911362434.403,17,16449400,343,343,1933
4646911362434.403,17,16451776,11,11,2033
4646911362434.403,17,16453744,12,6,1957
4646911362434.403,17,16456800,896,29,3044
4646911362434.403,17,16459632,1333,47,1936
4646911362434.403,17,16462880,214,23,1915
4646911362434.403,17,16464992,384,384,1898
4646911362434.403,17,16467472,680,45,2096
4646911362434.403,17,16470784,3713,57,2632
4646911362434.403,17,16477152,1243,28,2655
4646911362434.403,17,16481848,8,8,3453
4646911362434.403,17,16484240,14,28,2384
4646911362434.403,17,16486136,6408,2089,1882
4646911362434.403,17,16494552,160,18,2008
4646911362434.403,17,16496544,8,8,1832
4646911362434.403,17,16498448,1873,75,1896
4646911362434.403,17,16502368,9,9,2047
4646911362434.403,17,16504360,45,45,1983
4646911362434.403,17,16506744,13,13,2339
4646911362434.403,17,16508584,5426,57,1827
4646911362434.403,17,16516920,1640,78,2910
4646911362434.403,17,16520688,16,16,2128
4646911362434.403,17,16522816,878,17,2112
4646911362434.403,17,16526000,1674,64,2306
4646911362434.403,17,16530944,5823,4156,3270
